chrom	size	assembled	circular
chrX_DS484361v1_random	2282	FALSE	FALSE
chrX_DS484362v1_random	2273	FALSE	FALSE
chrX_DS484364v1_random	2269	FALSE	FALSE
chrX_DS484367v1_random	2259	FALSE	FALSE
chrX_DS484368v1_random	2259	FALSE	FALSE
chrX_DS484371v1_random	2247	FALSE	FALSE
chrX_DS484374v1_random	2237	FALSE	FALSE
chrX_DS484379v1_random	2228	FALSE	FALSE
chrX_DS484382v1_random	2223	FALSE	FALSE
chrX_DS484384v1_random	2220	FALSE	FALSE
chrX_DS484387v1_random	2210	FALSE	FALSE
chrX_DS484388v1_random	2209	FALSE	FALSE
chrX_DS484393v1_random	2201	FALSE	FALSE
chrX_DS484397v1_random	2196	FALSE	FALSE
chrX_DS484399v1_random	2192	FALSE	FALSE
chrX_DS484401v1_random	2189	FALSE	FALSE
chrX_DS484402v1_random	2189	FALSE	FALSE
chrX_DS484406v1_random	2177	FALSE	FALSE
chrX_DS484409v1_random	2166	FALSE	FALSE
chrX_DS484411v1_random	2161	FALSE	FALSE
chrX_DS484415v1_random	2147	FALSE	FALSE
chrX_DS484417v1_random	2139	FALSE	FALSE
chrX_DS484419v1_random	2132	FALSE	FALSE
chrX_DS484423v1_random	2126	FALSE	FALSE
chrX_DS484428v1_random	2114	FALSE	FALSE
chrX_DS484429v1_random	2113	FALSE	FALSE
chrX_DS484430v1_random	2113	FALSE	FALSE
chrX_DS484431v1_random	2113	FALSE	FALSE
chrX_DS484433v1_random	2109	FALSE	FALSE
chrX_DS484442v1_random	2096	FALSE	FALSE
chrX_DS484444v1_random	2094	FALSE	FALSE
chrX_DS484447v1_random	2089	FALSE	FALSE
chrX_DS484450v1_random	2087	FALSE	FALSE
chrX_DS484457v1_random	2079	FALSE	FALSE
chrX_DS484459v1_random	2078	FALSE	FALSE
chrX_DS484462v1_random	2068	FALSE	FALSE
chrX_DS484468v1_random	2060	FALSE	FALSE
chrX_DS484474v1_random	2044	FALSE	FALSE
chrX_DS484477v1_random	2035	FALSE	FALSE
chrX_DS484483v1_random	2021	FALSE	FALSE
chrX_DS484488v1_random	2009	FALSE	FALSE
chrX_DS484497v1_random	1998	FALSE	FALSE
chrX_DS484500v1_random	1993	FALSE	FALSE
chrX_DS484504v1_random	1986	FALSE	FALSE
chrX_DS484506v1_random	1980	FALSE	FALSE
chrX_DS484507v1_random	1978	FALSE	FALSE
chrX_DS484512v1_random	1970	FALSE	FALSE
chrX_DS484518v1_random	1964	FALSE	FALSE
chrX_DS484519v1_random	1963	FALSE	FALSE
chrX_DS484526v1_random	1956	FALSE	FALSE
chrX_DS484529v1_random	1947	FALSE	FALSE
chrX_DS484533v1_random	1944	FALSE	FALSE
chrX_DS484535v1_random	1939	FALSE	FALSE
chrX_DS484538v1_random	1936	FALSE	FALSE
chrX_DS484540v1_random	1935	FALSE	FALSE
chrX_DS484541v1_random	1933	FALSE	FALSE
chrX_DS484545v1_random	1928	FALSE	FALSE
chrX_DS484547v1_random	1927	FALSE	FALSE
chrX_DS484552v1_random	1920	FALSE	FALSE
chrX_DS484555v1_random	1916	FALSE	FALSE
chrX_DS484556v1_random	1916	FALSE	FALSE
chrX_DS484558v1_random	1906	FALSE	FALSE
chrX_DS484560v1_random	1904	FALSE	FALSE
chrX_DS484562v1_random	1903	FALSE	FALSE
chrX_DS484563v1_random	1903	FALSE	FALSE
chrX_DS484564v1_random	1902	FALSE	FALSE
chrX_DS484568v1_random	1899	FALSE	FALSE
chrX_DS484569v1_random	1895	FALSE	FALSE
chrX_DS484570v1_random	1895	FALSE	FALSE
chrX_DS484572v1_random	1891	FALSE	FALSE
chrX_DS484576v1_random	1888	FALSE	FALSE
chrX_DS484580v1_random	1871	FALSE	FALSE
chrX_DS484582v1_random	1870	FALSE	FALSE
chrX_DS484583v1_random	1869	FALSE	FALSE
chrX_DS484585v1_random	1869	FALSE	FALSE
chrX_DS484586v1_random	1868	FALSE	FALSE
chrX_DS484587v1_random	1865	FALSE	FALSE
chrX_DS484590v1_random	1856	FALSE	FALSE
chrX_DS484594v1_random	1843	FALSE	FALSE
chrX_DS484596v1_random	1843	FALSE	FALSE
chrX_DS484597v1_random	1843	FALSE	FALSE
chrX_DS484598v1_random	1842	FALSE	FALSE
chrX_DS484599v1_random	1841	FALSE	FALSE
chrX_DS484600v1_random	1841	FALSE	FALSE
chrX_DS484603v1_random	1830	FALSE	FALSE
chrX_DS484604v1_random	1829	FALSE	FALSE
chrX_DS484605v1_random	1829	FALSE	FALSE
chrX_DS484608v1_random	1818	FALSE	FALSE
chrX_DS484609v1_random	1818	FALSE	FALSE
chrX_DS484610v1_random	1813	FALSE	FALSE
chrX_DS484611v1_random	1813	FALSE	FALSE
chrX_DS484615v1_random	1803	FALSE	FALSE
chrX_DS484618v1_random	1800	FALSE	FALSE
chrX_DS484620v1_random	1798	FALSE	FALSE
chrX_DS484622v1_random	1793	FALSE	FALSE
chrX_DS484623v1_random	1792	FALSE	FALSE
chrX_DS484625v1_random	1787	FALSE	FALSE
chrX_DS484626v1_random	1786	FALSE	FALSE
chrX_DS484628v1_random	1785	FALSE	FALSE
chrX_DS484633v1_random	1775	FALSE	FALSE
chrX_DS484636v1_random	1769	FALSE	FALSE
chrX_DS484644v1_random	1747	FALSE	FALSE
chrX_DS484645v1_random	1747	FALSE	FALSE
chrX_DS484647v1_random	1743	FALSE	FALSE
chrX_DS484648v1_random	1741	FALSE	FALSE
chrX_DS484650v1_random	1737	FALSE	FALSE
chrX_DS484657v1_random	1724	FALSE	FALSE
chrX_DS484660v1_random	1716	FALSE	FALSE
chrX_DS484664v1_random	1713	FALSE	FALSE
chrX_DS484666v1_random	1710	FALSE	FALSE
chrX_DS484668v1_random	1709	FALSE	FALSE
chrX_DS484669v1_random	1708	FALSE	FALSE
chrX_DS484670v1_random	1704	FALSE	FALSE
chrX_DS484672v1_random	1703	FALSE	FALSE
chrX_DS484677v1_random	1687	FALSE	FALSE
chrX_DS484679v1_random	1683	FALSE	FALSE
chrX_DS484682v1_random	1680	FALSE	FALSE
chrX_DS484683v1_random	1679	FALSE	FALSE
chrX_DS484684v1_random	1678	FALSE	FALSE
chrX_DS484688v1_random	1657	FALSE	FALSE
chrX_DS484690v1_random	1645	FALSE	FALSE
chrX_DS484691v1_random	1643	FALSE	FALSE
chrX_DS484694v1_random	1637	FALSE	FALSE
chrX_DS484695v1_random	1637	FALSE	FALSE
chrX_DS484697v1_random	1636	FALSE	FALSE
chrX_DS484698v1_random	1630	FALSE	FALSE
chrX_DS484701v1_random	1625	FALSE	FALSE
chrX_DS484702v1_random	1623	FALSE	FALSE
chrX_DS484703v1_random	1622	FALSE	FALSE
chrX_DS484715v1_random	1595	FALSE	FALSE
chrX_DS484719v1_random	1586	FALSE	FALSE
chrX_DS484723v1_random	1577	FALSE	FALSE
chrX_DS484724v1_random	1575	FALSE	FALSE
chrX_DS484725v1_random	1573	FALSE	FALSE
chrX_DS484730v1_random	1560	FALSE	FALSE
chrX_DS484731v1_random	1558	FALSE	FALSE
chrX_DS484732v1_random	1556	FALSE	FALSE
chrX_DS484733v1_random	1556	FALSE	FALSE
chrX_DS484737v1_random	1550	FALSE	FALSE
chrX_DS484740v1_random	1546	FALSE	FALSE
chrX_DS484741v1_random	1544	FALSE	FALSE
chrX_DS484745v1_random	1541	FALSE	FALSE
chrX_DS484749v1_random	1534	FALSE	FALSE
chrX_DS484753v1_random	1529	FALSE	FALSE
chrX_DS484758v1_random	1525	FALSE	FALSE
chrX_DS484763v1_random	1519	FALSE	FALSE
chrX_DS484765v1_random	1516	FALSE	FALSE
chrX_DS484767v1_random	1510	FALSE	FALSE
chrX_DS484768v1_random	1509	FALSE	FALSE
chrX_DS484775v1_random	1492	FALSE	FALSE
chrX_DS484777v1_random	1489	FALSE	FALSE
chrX_DS484778v1_random	1488	FALSE	FALSE
chrX_DS484783v1_random	1482	FALSE	FALSE
chrX_DS484785v1_random	1478	FALSE	FALSE
chrX_DS484786v1_random	1476	FALSE	FALSE
chrX_DS484803v1_random	1461	FALSE	FALSE
chrX_DS484809v1_random	1453	FALSE	FALSE
chrX_DS484810v1_random	1452	FALSE	FALSE
chrX_DS484811v1_random	1452	FALSE	FALSE
chrX_DS484819v1_random	1441	FALSE	FALSE
chrX_DS484826v1_random	1432	FALSE	FALSE
chrX_DS484832v1_random	1425	FALSE	FALSE
chrX_DS484833v1_random	1424	FALSE	FALSE
chrX_DS484837v1_random	1423	FALSE	FALSE
chrX_DS484839v1_random	1421	FALSE	FALSE
chrX_DS484840v1_random	1419	FALSE	FALSE
chrX_DS484845v1_random	1412	FALSE	FALSE
chrX_DS484850v1_random	1408	FALSE	FALSE
chrX_DS484857v1_random	1402	FALSE	FALSE
chrX_DS484871v1_random	1386	FALSE	FALSE
chrX_DS484879v1_random	1381	FALSE	FALSE
chrX_DS484880v1_random	1380	FALSE	FALSE
chrX_DS484890v1_random	1376	FALSE	FALSE
chrX_DS484907v1_random	1361	FALSE	FALSE
chrX_DS484911v1_random	1355	FALSE	FALSE
chrX_DS484913v1_random	1355	FALSE	FALSE
chrX_DS484928v1_random	1340	FALSE	FALSE
chrX_DS484935v1_random	1336	FALSE	FALSE
chrX_DS484951v1_random	1327	FALSE	FALSE
chrX_DS484952v1_random	1326	FALSE	FALSE
chrX_DS484953v1_random	1326	FALSE	FALSE
chrX_DS484955v1_random	1323	FALSE	FALSE
chrX_DS484961v1_random	1315	FALSE	FALSE
chrX_DS484963v1_random	1315	FALSE	FALSE
chrX_DS484965v1_random	1312	FALSE	FALSE
chrX_DS484968v1_random	1311	FALSE	FALSE
chrX_DS484970v1_random	1310	FALSE	FALSE
chrX_DS484974v1_random	1309	FALSE	FALSE
chrX_DS484978v1_random	1306	FALSE	FALSE
chrX_DS484990v1_random	1301	FALSE	FALSE
chrX_DS484995v1_random	1296	FALSE	FALSE
chrX_DS484996v1_random	1295	FALSE	FALSE
chrX_DS484997v1_random	1294	FALSE	FALSE
chrX_DS485012v1_random	1284	FALSE	FALSE
chrX_DS485015v1_random	1283	FALSE	FALSE
chrX_DS485017v1_random	1281	FALSE	FALSE
chrX_DS485043v1_random	1271	FALSE	FALSE
chrX_DS485044v1_random	1271	FALSE	FALSE
chrX_DS485049v1_random	1269	FALSE	FALSE
chrX_DS485050v1_random	1268	FALSE	FALSE
chrX_DS485054v1_random	1265	FALSE	FALSE
chrX_DS485072v1_random	1260	FALSE	FALSE
chrX_DS485074v1_random	1258	FALSE	FALSE
chrX_DS485077v1_random	1258	FALSE	FALSE
chrX_DS485078v1_random	1257	FALSE	FALSE
chrX_DS485080v1_random	1253	FALSE	FALSE
chrX_DS485081v1_random	1252	FALSE	FALSE
chrX_DS485084v1_random	1251	FALSE	FALSE
chrX_DS485096v1_random	1244	FALSE	FALSE
chrX_DS485101v1_random	1241	FALSE	FALSE
chrX_DS485104v1_random	1240	FALSE	FALSE
chrX_DS485109v1_random	1238	FALSE	FALSE
chrX_DS485110v1_random	1238	FALSE	FALSE
chrX_DS485111v1_random	1238	FALSE	FALSE
chrX_DS485112v1_random	1238	FALSE	FALSE
chrX_DS485119v1_random	1235	FALSE	FALSE
chrX_DS485126v1_random	1233	FALSE	FALSE
chrX_DS485141v1_random	1228	FALSE	FALSE
chrX_DS485164v1_random	1223	FALSE	FALSE
chrX_DS485167v1_random	1221	FALSE	FALSE
chrX_DS485172v1_random	1220	FALSE	FALSE
chrX_DS485186v1_random	1212	FALSE	FALSE
chrX_DS485189v1_random	1211	FALSE	FALSE
chrX_DS485195v1_random	1209	FALSE	FALSE
chrX_DS485201v1_random	1208	FALSE	FALSE
chrX_DS485225v1_random	1200	FALSE	FALSE
chrX_DS485235v1_random	1195	FALSE	FALSE
chrX_DS485238v1_random	1195	FALSE	FALSE
chrX_DS485257v1_random	1189	FALSE	FALSE
chrX_DS485262v1_random	1189	FALSE	FALSE
chrX_DS485266v1_random	1186	FALSE	FALSE
chrX_DS485268v1_random	1186	FALSE	FALSE
chrX_DS485271v1_random	1185	FALSE	FALSE
chrX_DS485277v1_random	1184	FALSE	FALSE
chrX_DS485278v1_random	1184	FALSE	FALSE
chrX_DS485281v1_random	1184	FALSE	FALSE
chrX_DS485287v1_random	1181	FALSE	FALSE
chrX_DS485299v1_random	1178	FALSE	FALSE
chrX_DS485300v1_random	1178	FALSE	FALSE
chrX_DS485303v1_random	1175	FALSE	FALSE
chrX_DS485305v1_random	1174	FALSE	FALSE
chrX_DS485310v1_random	1173	FALSE	FALSE
chrX_DS485334v1_random	1164	FALSE	FALSE
chrX_DS485336v1_random	1163	FALSE	FALSE
chrX_DS485345v1_random	1161	FALSE	FALSE
chrX_DS485351v1_random	1161	FALSE	FALSE
chrX_DS485358v1_random	1159	FALSE	FALSE
chrX_DS485360v1_random	1159	FALSE	FALSE
chrX_DS485364v1_random	1158	FALSE	FALSE
chrX_DS485378v1_random	1155	FALSE	FALSE
chrX_DS485384v1_random	1153	FALSE	FALSE
chrX_DS485418v1_random	1145	FALSE	FALSE
chrX_DS485454v1_random	1135	FALSE	FALSE
chrX_DS485459v1_random	1134	FALSE	FALSE
chrX_DS485465v1_random	1133	FALSE	FALSE
chrX_DS485471v1_random	1131	FALSE	FALSE
chrX_DS485476v1_random	1130	FALSE	FALSE
chrX_DS485478v1_random	1129	FALSE	FALSE
chrX_DS485514v1_random	1121	FALSE	FALSE
chrX_DS485537v1_random	1115	FALSE	FALSE
chrX_DS485549v1_random	1112	FALSE	FALSE
chrX_DS485550v1_random	1112	FALSE	FALSE
chrX_DS485562v1_random	1109	FALSE	FALSE
chrX_DS485573v1_random	1107	FALSE	FALSE
chrX_DS485592v1_random	1102	FALSE	FALSE
chrX_DS485597v1_random	1100	FALSE	FALSE
chrX_DS485599v1_random	1100	FALSE	FALSE
chrX_DS485603v1_random	1098	FALSE	FALSE
chrX_DS485606v1_random	1097	FALSE	FALSE
chrX_DS485617v1_random	1093	FALSE	FALSE
chrX_DS485618v1_random	1092	FALSE	FALSE
chrX_DS485620v1_random	1091	FALSE	FALSE
chrX_DS485635v1_random	1088	FALSE	FALSE
chrX_DS485647v1_random	1086	FALSE	FALSE
chrX_DS485649v1_random	1084	FALSE	FALSE
chrX_DS485651v1_random	1084	FALSE	FALSE
chrX_DS485660v1_random	1082	FALSE	FALSE
chrX_DS485672v1_random	1078	FALSE	FALSE
chrX_DS485676v1_random	1078	FALSE	FALSE
chrX_DS485687v1_random	1075	FALSE	FALSE
chrX_DS485691v1_random	1074	FALSE	FALSE
chrX_DS485707v1_random	1071	FALSE	FALSE
chrX_DS485723v1_random	1067	FALSE	FALSE
chrX_DS485735v1_random	1063	FALSE	FALSE
chrX_DS485738v1_random	1063	FALSE	FALSE
chrX_DS485745v1_random	1062	FALSE	FALSE
chrX_DS485756v1_random	1058	FALSE	FALSE
chrX_DS485762v1_random	1057	FALSE	FALSE
chrX_DS485765v1_random	1056	FALSE	FALSE
chrX_DS485769v1_random	1055	FALSE	FALSE
chrX_DS485771v1_random	1055	FALSE	FALSE
chrX_DS485778v1_random	1053	FALSE	FALSE
chrX_DS485782v1_random	1052	FALSE	FALSE
chrX_DS485785v1_random	1051	FALSE	FALSE
chrX_DS485790v1_random	1051	FALSE	FALSE
chrX_DS485797v1_random	1049	FALSE	FALSE
chrX_DS485798v1_random	1049	FALSE	FALSE
chrX_DS485801v1_random	1048	FALSE	FALSE
chrX_DS485813v1_random	1047	FALSE	FALSE
chrX_DS485816v1_random	1046	FALSE	FALSE
chrX_DS485836v1_random	1042	FALSE	FALSE
chrX_DS485845v1_random	1040	FALSE	FALSE
chrX_DS485852v1_random	1038	FALSE	FALSE
chrX_DS485855v1_random	1037	FALSE	FALSE
chrX_DS485856v1_random	1037	FALSE	FALSE
chrX_DS485857v1_random	1037	FALSE	FALSE
chrX_DS485860v1_random	1036	FALSE	FALSE
chrX_DS485879v1_random	1031	FALSE	FALSE
chrX_DS485898v1_random	1028	FALSE	FALSE
chrX_DS485899v1_random	1027	FALSE	FALSE
chrX_DS485909v1_random	1023	FALSE	FALSE
chrX_DS485913v1_random	1022	FALSE	FALSE
chrX_DS485934v1_random	1019	FALSE	FALSE
chrX_DS485941v1_random	1018	FALSE	FALSE
chrX_DS485942v1_random	1018	FALSE	FALSE
chrX_DS485950v1_random	1015	FALSE	FALSE
chrX_DS485959v1_random	1013	FALSE	FALSE
chrX_DS485962v1_random	1012	FALSE	FALSE
chrX_DS485967v1_random	1011	FALSE	FALSE
chrX_DS485978v1_random	1008	FALSE	FALSE
chrX_DS485981v1_random	1007	FALSE	FALSE
chrX_DS485987v1_random	1005	FALSE	FALSE
chrX_DS485994v1_random	1004	FALSE	FALSE
chrY_CP007107v1_random	73091	FALSE	FALSE
chrY_CP007108v1_random	66731	FALSE	FALSE
chrY_CP007109v1_random	66439	FALSE	FALSE
chrY_CP007110v1_random	33316	FALSE	FALSE
chrY_CP007111v1_random	34521	FALSE	FALSE
chrY_CP007112v1_random	39041	FALSE	FALSE
chrY_CP007113v1_random	34359	FALSE	FALSE
chrY_CP007114v1_random	31460	FALSE	FALSE
chrY_CP007115v1_random	21921	FALSE	FALSE
chrY_CP007116v1_random	25805	FALSE	FALSE
chrY_CP007117v1_random	24380	FALSE	FALSE
chrY_CP007118v1_random	44104	FALSE	FALSE
chrY_CP007119v1_random	11498	FALSE	FALSE
chrY_DS483677v1_random	12513	FALSE	FALSE
chrY_DS483690v1_random	12001	FALSE	FALSE
chrY_DS483725v1_random	13079	FALSE	FALSE
chrY_DS483742v1_random	11763	FALSE	FALSE
chrY_DS483778v1_random	5984	FALSE	FALSE
chrY_DS483788v1_random	5564	FALSE	FALSE
chrY_DS483790v1_random	5520	FALSE	FALSE
chrY_DS483875v1_random	4197	FALSE	FALSE
chrY_DS483889v1_random	4059	FALSE	FALSE
chrY_DS483931v1_random	3713	FALSE	FALSE
chrY_DS483959v1_random	3537	FALSE	FALSE
chrY_DS483966v1_random	3502	FALSE	FALSE
chrY_DS483967v1_random	3499	FALSE	FALSE
chrY_DS483987v1_random	3375	FALSE	FALSE
chrY_DS483988v1_random	3374	FALSE	FALSE
chrY_DS483996v1_random	3341	FALSE	FALSE
chrY_DS484021v1_random	3213	FALSE	FALSE
chrY_DS484029v1_random	3195	FALSE	FALSE
chrY_DS484037v1_random	3173	FALSE	FALSE
chrY_DS484043v1_random	3154	FALSE	FALSE
chrY_DS484049v1_random	3102	FALSE	FALSE
chrY_DS484056v1_random	3077	FALSE	FALSE
chrY_DS484063v1_random	3046	FALSE	FALSE
chrY_DS484094v1_random	2922	FALSE	FALSE
chrY_DS484103v1_random	2899	FALSE	FALSE
chrY_DS484128v1_random	2836	FALSE	FALSE
chrY_DS484142v1_random	2815	FALSE	FALSE
chrY_DS484146v1_random	2799	FALSE	FALSE
chrY_DS484164v1_random	2762	FALSE	FALSE
chrY_DS484171v1_random	2728	FALSE	FALSE
chrY_DS484175v1_random	2709	FALSE	FALSE
chrY_DS484181v1_random	2694	FALSE	FALSE
chrY_DS484184v1_random	2688	FALSE	FALSE
chrY_DS484197v1_random	2642	FALSE	FALSE
chrY_DS484233v1_random	2565	FALSE	FALSE
chrY_DS484249v1_random	2522	FALSE	FALSE
chrY_DS484250v1_random	2521	FALSE	FALSE
chrY_DS484259v1_random	2508	FALSE	FALSE
chrY_DS484266v1_random	2477	FALSE	FALSE
chrY_DS484270v1_random	2473	FALSE	FALSE
chrY_DS484336v1_random	2342	FALSE	FALSE
chrY_DS484351v1_random	2303	FALSE	FALSE
chrY_DS484377v1_random	2232	FALSE	FALSE
chrY_DS484390v1_random	2206	FALSE	FALSE
chrY_DS484441v1_random	2096	FALSE	FALSE
chrY_DS484465v1_random	2063	FALSE	FALSE
chrY_DS484492v1_random	2005	FALSE	FALSE
chrY_DS484523v1_random	1961	FALSE	FALSE
chrY_DS484530v1_random	1947	FALSE	FALSE
chrY_DS484531v1_random	1946	FALSE	FALSE
chrY_DS484574v1_random	1890	FALSE	FALSE
chrY_DS484589v1_random	1863	FALSE	FALSE
chrY_DS484631v1_random	1775	FALSE	FALSE
chrY_DS484637v1_random	1766	FALSE	FALSE
chrY_DS484641v1_random	1756	FALSE	FALSE
chrY_DS484643v1_random	1751	FALSE	FALSE
chrY_DS484665v1_random	1712	FALSE	FALSE
chrY_DS484674v1_random	1690	FALSE	FALSE
chrY_DS484675v1_random	1690	FALSE	FALSE
chrY_DS484680v1_random	1683	FALSE	FALSE
chrY_DS484681v1_random	1683	FALSE	FALSE
chrY_DS484696v1_random	1637	FALSE	FALSE
chrY_DS484706v1_random	1619	FALSE	FALSE
chrY_DS484757v1_random	1525	FALSE	FALSE
chrY_DS484781v1_random	1485	FALSE	FALSE
chrY_DS484805v1_random	1459	FALSE	FALSE
chrY_DS484807v1_random	1456	FALSE	FALSE
chrY_DS484818v1_random	1443	FALSE	FALSE
chrY_DS484820v1_random	1440	FALSE	FALSE
chrY_DS484830v1_random	1429	FALSE	FALSE
chrY_DS484863v1_random	1393	FALSE	FALSE
chrY_DS484875v1_random	1383	FALSE	FALSE
