chrom	size	assembled	circular
chr8_KI270811v1_alt	292436	FALSE	FALSE
chr8_KI270812v1_alt	282736	FALSE	FALSE
chr8_KI270813v1_alt	300230	FALSE	FALSE
chr8_KI270814v1_alt	141812	FALSE	FALSE
chr8_KI270815v1_alt	132244	FALSE	FALSE
chr8_KI270816v1_alt	305841	FALSE	FALSE
chr8_KI270817v1_alt	158983	FALSE	FALSE
chr8_KI270818v1_alt	145606	FALSE	FALSE
chr8_KI270819v1_alt	133535	FALSE	FALSE
chr8_KI270820v1_alt	36640	FALSE	FALSE
chr8_KI270821v1_alt	985506	FALSE	FALSE
chr8_KI270822v1_alt	624492	FALSE	FALSE
chr8_KI270900v1_alt	318687	FALSE	FALSE
chr8_KI270901v1_alt	136959	FALSE	FALSE
chr8_KI270926v1_alt	229282	FALSE	FALSE
chr9_GL383539v1_alt	162988	FALSE	FALSE
chr9_GL383540v1_alt	71551	FALSE	FALSE
chr9_GL383541v1_alt	171286	FALSE	FALSE
chr9_GL383542v1_alt	60032	FALSE	FALSE
chr9_KI270823v1_alt	439082	FALSE	FALSE
chr10_GL383545v1_alt	179254	FALSE	FALSE
chr10_GL383546v1_alt	309802	FALSE	FALSE
chr10_KI270824v1_alt	181496	FALSE	FALSE
chr10_KI270825v1_alt	188315	FALSE	FALSE
chr11_GL383547v1_alt	154407	FALSE	FALSE
chr11_JH159136v1_alt	200998	FALSE	FALSE
chr11_JH159137v1_alt	191409	FALSE	FALSE
chr11_KI270826v1_alt	186169	FALSE	FALSE
chr11_KI270827v1_alt	67707	FALSE	FALSE
chr11_KI270829v1_alt	204059	FALSE	FALSE
chr11_KI270830v1_alt	177092	FALSE	FALSE
chr11_KI270831v1_alt	296895	FALSE	FALSE
chr11_KI270832v1_alt	210133	FALSE	FALSE
chr11_KI270902v1_alt	106711	FALSE	FALSE
chr11_KI270903v1_alt	214625	FALSE	FALSE
chr11_KI270927v1_alt	218612	FALSE	FALSE
chr12_GL383549v1_alt	120804	FALSE	FALSE
chr12_GL383550v2_alt	169178	FALSE	FALSE
chr12_GL383551v1_alt	184319	FALSE	FALSE
chr12_GL383552v1_alt	138655	FALSE	FALSE
chr12_GL383553v2_alt	152874	FALSE	FALSE
chr12_GL877875v1_alt	167313	FALSE	FALSE
chr12_GL877876v1_alt	408271	FALSE	FALSE
chr12_KI270833v1_alt	76061	FALSE	FALSE
chr12_KI270834v1_alt	119498	FALSE	FALSE
chr12_KI270835v1_alt	238139	FALSE	FALSE
chr12_KI270836v1_alt	56134	FALSE	FALSE
chr12_KI270837v1_alt	40090	FALSE	FALSE
chr12_KI270904v1_alt	572349	FALSE	FALSE
chr13_KI270838v1_alt	306913	FALSE	FALSE
chr13_KI270839v1_alt	180306	FALSE	FALSE
chr13_KI270840v1_alt	191684	FALSE	FALSE
chr13_KI270841v1_alt	169134	FALSE	FALSE
chr13_KI270842v1_alt	37287	FALSE	FALSE
chr13_KI270843v1_alt	103832	FALSE	FALSE
chr14_KI270844v1_alt	322166	FALSE	FALSE
chr14_KI270845v1_alt	180703	FALSE	FALSE
chr14_KI270846v1_alt	1351393	FALSE	FALSE
chr14_KI270847v1_alt	1511111	FALSE	FALSE
chr15_GL383554v1_alt	296527	FALSE	FALSE
chr15_GL383555v2_alt	388773	FALSE	FALSE
chr15_KI270848v1_alt	327382	FALSE	FALSE
chr15_KI270849v1_alt	244917	FALSE	FALSE
chr15_KI270850v1_alt	430880	FALSE	FALSE
chr15_KI270851v1_alt	263054	FALSE	FALSE
chr15_KI270852v1_alt	478999	FALSE	FALSE
chr15_KI270905v1_alt	5161414	FALSE	FALSE
chr15_KI270906v1_alt	196384	FALSE	FALSE
chr16_GL383556v1_alt	192462	FALSE	FALSE
chr16_GL383557v1_alt	89672	FALSE	FALSE
chr16_KI270853v1_alt	2659700	FALSE	FALSE
chr16_KI270854v1_alt	134193	FALSE	FALSE
chr16_KI270855v1_alt	232857	FALSE	FALSE
chr16_KI270856v1_alt	63982	FALSE	FALSE
chr17_GL000258v2_alt	1821992	FALSE	FALSE
chr17_GL383563v3_alt	375691	FALSE	FALSE
chr17_GL383564v2_alt	133151	FALSE	FALSE
chr17_GL383565v1_alt	223995	FALSE	FALSE
chr17_GL383566v1_alt	90219	FALSE	FALSE
chr17_JH159146v1_alt	278131	FALSE	FALSE
chr17_JH159147v1_alt	70345	FALSE	FALSE
chr17_JH159148v1_alt	88070	FALSE	FALSE
chr17_KI270857v1_alt	2877074	FALSE	FALSE
chr17_KI270858v1_alt	235827	FALSE	FALSE
chr17_KI270859v1_alt	108763	FALSE	FALSE
chr17_KI270860v1_alt	178921	FALSE	FALSE
chr17_KI270861v1_alt	196688	FALSE	FALSE
chr17_KI270862v1_alt	391357	FALSE	FALSE
chr17_KI270907v1_alt	137721	FALSE	FALSE
chr17_KI270908v1_alt	1423190	FALSE	FALSE
chr17_KI270909v1_alt	325800	FALSE	FALSE
chr17_KI270910v1_alt	157099	FALSE	FALSE
chr18_GL383567v1_alt	289831	FALSE	FALSE
chr18_GL383568v1_alt	104552	FALSE	FALSE
chr18_GL383569v1_alt	167950	FALSE	FALSE
chr18_GL383570v1_alt	164789	FALSE	FALSE
chr18_GL383571v1_alt	198278	FALSE	FALSE
chr18_GL383572v1_alt	159547	FALSE	FALSE
chr18_KI270863v1_alt	167999	FALSE	FALSE
chr18_KI270864v1_alt	111737	FALSE	FALSE
chr18_KI270911v1_alt	157710	FALSE	FALSE
chr18_KI270912v1_alt	174061	FALSE	FALSE
chr19_GL000209v2_alt	177381	FALSE	FALSE
chr19_GL383573v1_alt	385657	FALSE	FALSE
chr19_GL383574v1_alt	155864	FALSE	FALSE
chr19_GL383575v2_alt	170222	FALSE	FALSE
chr19_GL383576v1_alt	188024	FALSE	FALSE
chr19_GL949746v1_alt	987716	FALSE	FALSE
chr19_GL949747v2_alt	729520	FALSE	FALSE
chr19_GL949748v2_alt	1064304	FALSE	FALSE
chr19_GL949749v2_alt	1091841	FALSE	FALSE
chr19_GL949750v2_alt	1066390	FALSE	FALSE
chr19_GL949751v2_alt	1002683	FALSE	FALSE
chr19_GL949752v1_alt	987100	FALSE	FALSE
chr19_GL949753v2_alt	796479	FALSE	FALSE
chr19_KI270865v1_alt	52969	FALSE	FALSE
chr19_KI270866v1_alt	43156	FALSE	FALSE
chr19_KI270867v1_alt	233762	FALSE	FALSE
chr19_KI270868v1_alt	61734	FALSE	FALSE
chr19_KI270882v1_alt	248807	FALSE	FALSE
chr19_KI270883v1_alt	170399	FALSE	FALSE
chr19_KI270884v1_alt	157053	FALSE	FALSE
chr19_KI270885v1_alt	171027	FALSE	FALSE
chr19_KI270886v1_alt	204239	FALSE	FALSE
chr19_KI270887v1_alt	209512	FALSE	FALSE
chr19_KI270888v1_alt	155532	FALSE	FALSE
chr19_KI270889v1_alt	170698	FALSE	FALSE
chr19_KI270890v1_alt	184499	FALSE	FALSE
chr19_KI270891v1_alt	170680	FALSE	FALSE
chr19_KI270914v1_alt	205194	FALSE	FALSE
chr19_KI270915v1_alt	170665	FALSE	FALSE
chr19_KI270916v1_alt	184516	FALSE	FALSE
chr19_KI270917v1_alt	190932	FALSE	FALSE
chr19_KI270918v1_alt	123111	FALSE	FALSE
chr19_KI270919v1_alt	170701	FALSE	FALSE
chr19_KI270920v1_alt	198005	FALSE	FALSE
chr19_KI270921v1_alt	282224	FALSE	FALSE
chr19_KI270922v1_alt	187935	FALSE	FALSE
chr19_KI270923v1_alt	189352	FALSE	FALSE
chr19_KI270929v1_alt	186203	FALSE	FALSE
chr19_KI270930v1_alt	200773	FALSE	FALSE
chr19_KI270931v1_alt	170148	FALSE	FALSE
chr19_KI270932v1_alt	215732	FALSE	FALSE
chr19_KI270933v1_alt	170537	FALSE	FALSE
chr19_KI270938v1_alt	1066800	FALSE	FALSE
chr20_GL383577v2_alt	128386	FALSE	FALSE
chr20_KI270869v1_alt	118774	FALSE	FALSE
chr20_KI270870v1_alt	183433	FALSE	FALSE
chr20_KI270871v1_alt	58661	FALSE	FALSE
chr21_GL383578v2_alt	63917	FALSE	FALSE
chr21_GL383579v2_alt	201197	FALSE	FALSE
chr21_GL383580v2_alt	74653	FALSE	FALSE
chr21_GL383581v2_alt	116689	FALSE	FALSE
chr21_KI270872v1_alt	82692	FALSE	FALSE
chr21_KI270873v1_alt	143900	FALSE	FALSE
chr21_KI270874v1_alt	166743	FALSE	FALSE
chr22_GL383582v2_alt	162811	FALSE	FALSE
chr22_GL383583v2_alt	96924	FALSE	FALSE
chr22_KB663609v1_alt	74013	FALSE	FALSE
chr22_KI270875v1_alt	259914	FALSE	FALSE
chr22_KI270876v1_alt	263666	FALSE	FALSE
chr22_KI270877v1_alt	101331	FALSE	FALSE
chr22_KI270878v1_alt	186262	FALSE	FALSE
chr22_KI270879v1_alt	304135	FALSE	FALSE
chr22_KI270928v1_alt	176103	FALSE	FALSE
chrX_KI270880v1_alt	284869	FALSE	FALSE
chrX_KI270881v1_alt	144206	FALSE	FALSE
chrX_KI270913v1_alt	274009	FALSE	FALSE
chr1_KI270706v1_random	175055	FALSE	FALSE
chr1_KI270707v1_random	32032	FALSE	FALSE
chr1_KI270708v1_random	127682	FALSE	FALSE
chr1_KI270709v1_random	66860	FALSE	FALSE
chr1_KI270710v1_random	40176	FALSE	FALSE
chr1_KI270711v1_random	42210	FALSE	FALSE
chr1_KI270712v1_random	176043	FALSE	FALSE
chr1_KI270713v1_random	40745	FALSE	FALSE
chr1_KI270714v1_random	41717	FALSE	FALSE
chr2_KI270715v1_random	161471	FALSE	FALSE
chr2_KI270716v1_random	153799	FALSE	FALSE
chr3_GL000221v1_random	155397	FALSE	FALSE
chr4_GL000008v2_random	209709	FALSE	FALSE
chr5_GL000208v1_random	92689	FALSE	FALSE
chr9_KI270717v1_random	40062	FALSE	FALSE
chr9_KI270718v1_random	38054	FALSE	FALSE
chr9_KI270719v1_random	176845	FALSE	FALSE
chr9_KI270720v1_random	39050	FALSE	FALSE
chr11_KI270721v1_random	100316	FALSE	FALSE
chr14_GL000009v2_random	201709	FALSE	FALSE
chr14_GL000194v1_random	191469	FALSE	FALSE
chr14_GL000225v1_random	211173	FALSE	FALSE
chr14_KI270722v1_random	194050	FALSE	FALSE
chr14_KI270723v1_random	38115	FALSE	FALSE
chr14_KI270724v1_random	39555	FALSE	FALSE
chr14_KI270725v1_random	172810	FALSE	FALSE
chr14_KI270726v1_random	43739	FALSE	FALSE
chr15_KI270727v1_random	448248	FALSE	FALSE
chr16_KI270728v1_random	1872759	FALSE	FALSE
chr17_GL000205v2_random	185591	FALSE	FALSE
chr17_KI270729v1_random	280839	FALSE	FALSE
chr17_KI270730v1_random	112551	FALSE	FALSE
chr22_KI270731v1_random	150754	FALSE	FALSE
chr22_KI270732v1_random	41543	FALSE	FALSE
chr22_KI270733v1_random	179772	FALSE	FALSE
chr22_KI270734v1_random	165050	FALSE	FALSE
chr22_KI270735v1_random	42811	FALSE	FALSE
chr22_KI270736v1_random	181920	FALSE	FALSE
chr22_KI270737v1_random	103838	FALSE	FALSE
chr22_KI270738v1_random	99375	FALSE	FALSE
chr22_KI270739v1_random	73985	FALSE	FALSE
chrY_KI270740v1_random	37240	FALSE	FALSE
chrUn_GL000195v1	182896	FALSE	FALSE
chrUn_GL000213v1	164239	FALSE	FALSE
chrUn_GL000214v1	137718	FALSE	FALSE
chrUn_GL000216v2	176608	FALSE	FALSE
chrUn_GL000218v1	161147	FALSE	FALSE
chrUn_GL000219v1	179198	FALSE	FALSE
chrUn_GL000220v1	161802	FALSE	FALSE
chrUn_GL000224v1	179693	FALSE	FALSE
chrUn_GL000226v1	15008	FALSE	FALSE
chrUn_KI270302v1	2274	FALSE	FALSE
chrUn_KI270303v1	1942	FALSE	FALSE
chrUn_KI270304v1	2165	FALSE	FALSE
chrUn_KI270305v1	1472	FALSE	FALSE
chrUn_KI270310v1	1201	FALSE	FALSE
chrUn_KI270311v1	12399	FALSE	FALSE
chrUn_KI270312v1	998	FALSE	FALSE
chrUn_KI270315v1	2276	FALSE	FALSE
chrUn_KI270316v1	1444	FALSE	FALSE
chrUn_KI270317v1	37690	FALSE	FALSE
chrUn_KI270320v1	4416	FALSE	FALSE
chrUn_KI270322v1	21476	FALSE	FALSE
chrUn_KI270329v1	1040	FALSE	FALSE
chrUn_KI270330v1	1652	FALSE	FALSE
chrUn_KI270333v1	2699	FALSE	FALSE
chrUn_KI270334v1	1368	FALSE	FALSE
chrUn_KI270335v1	1048	FALSE	FALSE
chrUn_KI270336v1	1026	FALSE	FALSE
chrUn_KI270337v1	1121	FALSE	FALSE
chrUn_KI270338v1	1428	FALSE	FALSE
chrUn_KI270340v1	1428	FALSE	FALSE
chrUn_KI270362v1	3530	FALSE	FALSE
chrUn_KI270363v1	1803	FALSE	FALSE
chrUn_KI270364v1	2855	FALSE	FALSE
chrUn_KI270366v1	8320	FALSE	FALSE
chrUn_KI270371v1	2805	FALSE	FALSE
chrUn_KI270372v1	1650	FALSE	FALSE
chrUn_KI270373v1	1451	FALSE	FALSE
chrUn_KI270374v1	2656	FALSE	FALSE
chrUn_KI270375v1	2378	FALSE	FALSE
chrUn_KI270376v1	1136	FALSE	FALSE
chrUn_KI270378v1	1048	FALSE	FALSE
chrUn_KI270379v1	1045	FALSE	FALSE
chrUn_KI270381v1	1930	FALSE	FALSE
chrUn_KI270382v1	4215	FALSE	FALSE
chrUn_KI270383v1	1750	FALSE	FALSE
chrUn_KI270384v1	1658	FALSE	FALSE
chrUn_KI270385v1	990	FALSE	FALSE
chrUn_KI270386v1	1788	FALSE	FALSE
chrUn_KI270387v1	1537	FALSE	FALSE
chrUn_KI270388v1	1216	FALSE	FALSE
chrUn_KI270389v1	1298	FALSE	FALSE
chrUn_KI270390v1	2387	FALSE	FALSE
chrUn_KI270391v1	1484	FALSE	FALSE
chrUn_KI270392v1	971	FALSE	FALSE
chrUn_KI270393v1	1308	FALSE	FALSE
chrUn_KI270394v1	970	FALSE	FALSE
chrUn_KI270395v1	1143	FALSE	FALSE
chrUn_KI270396v1	1880	FALSE	FALSE
chrUn_KI270411v1	2646	FALSE	FALSE
chrUn_KI270412v1	1179	FALSE	FALSE
chrUn_KI270414v1	2489	FALSE	FALSE
chrUn_KI270417v1	2043	FALSE	FALSE
chrUn_KI270418v1	2145	FALSE	FALSE
chrUn_KI270419v1	1029	FALSE	FALSE
chrUn_KI270420v1	2321	FALSE	FALSE
chrUn_KI270422v1	1445	FALSE	FALSE
chrUn_KI270423v1	981	FALSE	FALSE
chrUn_KI270424v1	2140	FALSE	FALSE
chrUn_KI270425v1	1884	FALSE	FALSE
chrUn_KI270429v1	1361	FALSE	FALSE
chrUn_KI270435v1	92983	FALSE	FALSE
chrUn_KI270438v1	112505	FALSE	FALSE
chrUn_KI270442v1	392061	FALSE	FALSE
chrUn_KI270448v1	7992	FALSE	FALSE
chrUn_KI270465v1	1774	FALSE	FALSE
chrUn_KI270466v1	1233	FALSE	FALSE
chrUn_KI270467v1	3920	FALSE	FALSE
chrUn_KI270468v1	4055	FALSE	FALSE
chrUn_KI270507v1	5353	FALSE	FALSE
chrUn_KI270508v1	1951	FALSE	FALSE
chrUn_KI270509v1	2318	FALSE	FALSE
chrUn_KI270510v1	2415	FALSE	FALSE
chrUn_KI270511v1	8127	FALSE	FALSE
chrUn_KI270512v1	22689	FALSE	FALSE
chrUn_KI270515v1	6361	FALSE	FALSE
chrUn_KI270516v1	1300	FALSE	FALSE
chrUn_KI270517v1	3253	FALSE	FALSE
chrUn_KI270518v1	2186	FALSE	FALSE
chrUn_KI270519v1	138126	FALSE	FALSE
chrUn_KI270521v1	7642	FALSE	FALSE
chrUn_KI270522v1	5674	FALSE	FALSE
chrUn_KI270528v1	2983	FALSE	FALSE
chrUn_KI270529v1	1899	FALSE	FALSE
chrUn_KI270530v1	2168	FALSE	FALSE
chrUn_KI270538v1	91309	FALSE	FALSE
chrUn_KI270539v1	993	FALSE	FALSE
chrUn_KI270544v1	1202	FALSE	FALSE
chrUn_KI270548v1	1599	FALSE	FALSE
chrUn_KI270579v1	31033	FALSE	FALSE
chrUn_KI270580v1	1553	FALSE	FALSE
chrUn_KI270581v1	7046	FALSE	FALSE
chrUn_KI270582v1	6504	FALSE	FALSE
chrUn_KI270583v1	1400	FALSE	FALSE
chrUn_KI270584v1	4513	FALSE	FALSE
chrUn_KI270587v1	2969	FALSE	FALSE
chrUn_KI270588v1	6158	FALSE	FALSE
chrUn_KI270589v1	44474	FALSE	FALSE
chrUn_KI270590v1	4685	FALSE	FALSE
chrUn_KI270591v1	5796	FALSE	FALSE
chrUn_KI270593v1	3041	FALSE	FALSE
chrUn_KI270741v1	157432	FALSE	FALSE
chrUn_KI270742v1	186739	FALSE	FALSE
chrUn_KI270743v1	210658	FALSE	FALSE
chrUn_KI270744v1	168472	FALSE	FALSE
chrUn_KI270745v1	41891	FALSE	FALSE
chrUn_KI270746v1	66486	FALSE	FALSE
chrUn_KI270747v1	198735	FALSE	FALSE
chrUn_KI270748v1	93321	FALSE	FALSE
chrUn_KI270749v1	158759	FALSE	FALSE
chrUn_KI270750v1	148850	FALSE	FALSE
chrUn_KI270751v1	150742	FALSE	FALSE
chrUn_KI270752v1	27745	FALSE	FALSE
chrUn_KI270753v1	62944	FALSE	FALSE
chrUn_KI270754v1	40191	FALSE	FALSE
chrUn_KI270755v1	36723	FALSE	FALSE
chrUn_KI270756v1	79590	FALSE	FALSE
chrUn_KI270757v1	71251	FALSE	FALSE
chr1_KN196472v1_fix	186494	FALSE	FALSE
chr1_KN196473v1_fix	166200	FALSE	FALSE
chr1_KN196474v1_fix	122022	FALSE	FALSE
chr1_KN538360v1_fix	460100	FALSE	FALSE
chr1_KN538361v1_fix	305542	FALSE	FALSE
chr1_KQ031383v1_fix	467143	FALSE	FALSE
chr1_KZ208906v1_fix	330031	FALSE	FALSE
chr1_KZ559100v1_fix	44955	FALSE	FALSE
chr1_MU273333v1_fix	1572686	FALSE	FALSE
chr1_MU273334v1_fix	210426	FALSE	FALSE
chr1_MU273335v1_fix	211934	FALSE	FALSE
chr1_MU273336v1_fix	250447	FALSE	FALSE
chr2_KN538362v1_fix	208149	FALSE	FALSE
chr2_KN538363v1_fix	365499	FALSE	FALSE
chr2_KQ031384v1_fix	481245	FALSE	FALSE
chr2_ML143341v1_fix	145975	FALSE	FALSE
chr2_ML143342v1_fix	84043	FALSE	FALSE
chr2_MU273341v1_fix	120381	FALSE	FALSE
chr2_MU273342v1_fix	955087	FALSE	FALSE
chr2_MU273343v1_fix	489404	FALSE	FALSE
chr2_MU273344v1_fix	244725	FALSE	FALSE
chr2_MU273345v1_fix	174385	FALSE	FALSE
chr3_KN196475v1_fix	451168	FALSE	FALSE
chr3_KN196476v1_fix	305979	FALSE	FALSE
chr3_KN538364v1_fix	415308	FALSE	FALSE
chr3_KQ031385v1_fix	373699	FALSE	FALSE
chr3_KQ031386v1_fix	165718	FALSE	FALSE
chr3_KV766192v1_fix	411654	FALSE	FALSE
chr3_KZ559104v1_fix	105527	FALSE	FALSE
chr3_MU273346v1_fix	469342	FALSE	FALSE
chr3_MU273347v1_fix	301310	FALSE	FALSE
chr3_MU273348v1_fix	475876	FALSE	FALSE
chr4_KQ983257v1_fix	230434	FALSE	FALSE
chr4_ML143344v1_fix	235734	FALSE	FALSE
chr4_ML143345v1_fix	341066	FALSE	FALSE
chr4_ML143346v1_fix	53476	FALSE	FALSE
chr4_ML143347v1_fix	176674	FALSE	FALSE
chr4_ML143348v1_fix	125549	FALSE	FALSE
chr4_ML143349v1_fix	276109	FALSE	FALSE
chr4_MU273350v1_fix	113364	FALSE	FALSE
chr4_MU273351v1_fix	205691	FALSE	FALSE
chr5_KV575244v1_fix	673059	FALSE	FALSE
chr5_ML143350v1_fix	89956	FALSE	FALSE
chr5_MU273352v1_fix	34400	FALSE	FALSE
chr5_MU273353v1_fix	208405	FALSE	FALSE
chr5_MU273354v1_fix	2101585	FALSE	FALSE
chr5_MU273355v1_fix	508332	FALSE	FALSE
chr6_KN196478v1_fix	268330	FALSE	FALSE
chr6_KQ031387v1_fix	320750	FALSE	FALSE
chr6_KQ090016v1_fix	245716	FALSE	FALSE
chr6_KV766194v1_fix	139427	FALSE	FALSE
chr6_KZ208911v1_fix	242796	FALSE	FALSE
chr6_ML143351v1_fix	73265	FALSE	FALSE
chr7_KQ031388v1_fix	179932	FALSE	FALSE
chr7_KV880764v1_fix	142129	FALSE	FALSE
chr7_KV880765v1_fix	468267	FALSE	FALSE
chr7_KZ208912v1_fix	589656	FALSE	FALSE
chr7_ML143352v1_fix	254759	FALSE	FALSE
chr8_KV880766v1_fix	156998	FALSE	FALSE
chr8_KV880767v1_fix	265876	FALSE	FALSE
chr8_KZ208914v1_fix	165120	FALSE	FALSE
chr8_KZ208915v1_fix	6367528	FALSE	FALSE
chr8_MU273359v1_fix	150302	FALSE	FALSE
chr8_MU273360v1_fix	39290	FALSE	FALSE
chr8_MU273361v1_fix	106905	FALSE	FALSE
chr8_MU273362v1_fix	429744	FALSE	FALSE
chr8_MU273363v1_fix	207371	FALSE	FALSE
chr9_KN196479v1_fix	330164	FALSE	FALSE
chr9_ML143353v1_fix	25408	FALSE	FALSE
chr9_MU273364v1_fix	340717	FALSE	FALSE
chr9_MU273365v1_fix	482250	FALSE	FALSE
chr9_MU273366v1_fix	569668	FALSE	FALSE
chr10_KN196480v1_fix	277797	FALSE	FALSE
chr10_KN538365v1_fix	14347	FALSE	FALSE
chr10_KN538366v1_fix	85284	FALSE	FALSE
chr10_KN538367v1_fix	420164	FALSE	FALSE
chr10_KQ090021v1_fix	264545	FALSE	FALSE
chr10_ML143354v1_fix	454963	FALSE	FALSE
chr10_ML143355v1_fix	292944	FALSE	FALSE
chr10_MU273367v1_fix	196262	FALSE	FALSE
