chrom	size	assembled	circular
chrUn_gl000219	179198	FALSE	FALSE
chrUn_gl000220	161802	FALSE	FALSE
chrUn_gl000221	155397	FALSE	FALSE
chrUn_gl000222	186861	FALSE	FALSE
chrUn_gl000223	180455	FALSE	FALSE
chrUn_gl000224	179693	FALSE	FALSE
chrUn_gl000225	211173	FALSE	FALSE
chrUn_gl000226	15008	FALSE	FALSE
chrUn_gl000227	128374	FALSE	FALSE
chrUn_gl000228	129120	FALSE	FALSE
chrUn_gl000229	19913	FALSE	FALSE
chrUn_gl000230	43691	FALSE	FALSE
chrUn_gl000231	27386	FALSE	FALSE
chrUn_gl000232	40652	FALSE	FALSE
chrUn_gl000233	45941	FALSE	FALSE
chrUn_gl000234	40531	FALSE	FALSE
chrUn_gl000235	34474	FALSE	FALSE
chrUn_gl000236	41934	FALSE	FALSE
chrUn_gl000237	45867	FALSE	FALSE
chrUn_gl000238	39939	FALSE	FALSE
chrUn_gl000239	33824	FALSE	FALSE
chrUn_gl000240	41933	FALSE	FALSE
chrUn_gl000241	42152	FALSE	FALSE
chrUn_gl000242	43523	FALSE	FALSE
chrUn_gl000243	43341	FALSE	FALSE
chrUn_gl000244	39929	FALSE	FALSE
chrUn_gl000245	36651	FALSE	FALSE
chrUn_gl000246	38154	FALSE	FALSE
chrUn_gl000247	36422	FALSE	FALSE
chrUn_gl000248	39786	FALSE	FALSE
chrUn_gl000249	38502	FALSE	FALSE
chr1_gl383516_fix	49316	FALSE	FALSE
chr1_gl383517_fix	49352	FALSE	FALSE
chr1_gl949741_fix	151551	FALSE	FALSE
chr1_jh636052_fix	7283150	FALSE	FALSE
chr1_jh636053_fix	1676126	FALSE	FALSE
chr1_jh636054_fix	758378	FALSE	FALSE
chr1_jh806573_fix	24680	FALSE	FALSE
chr1_jh806574_fix	22982	FALSE	FALSE
chr1_jh806575_fix	47409	FALSE	FALSE
chr2_gl877870_fix	66021	FALSE	FALSE
chr2_gl877871_fix	389939	FALSE	FALSE
chr2_kb663603_fix	599580	FALSE	FALSE
chr3_gl383523_fix	171362	FALSE	FALSE
chr3_gl383524_fix	78793	FALSE	FALSE
chr3_gl383525_fix	65063	FALSE	FALSE
chr3_jh159131_fix	393769	FALSE	FALSE
chr3_jh159132_fix	100694	FALSE	FALSE
chr3_ke332495_fix	263861	FALSE	FALSE
chr4_gl582967_fix	248177	FALSE	FALSE
chr4_gl877872_fix	297485	FALSE	FALSE
chr4_ke332496_fix	503215	FALSE	FALSE
chr5_jh159133_fix	266316	FALSE	FALSE
chr5_ke332497_fix	543325	FALSE	FALSE
chr6_jh636056_fix	262912	FALSE	FALSE
chr6_jh636057_fix	200195	FALSE	FALSE
chr6_jh806576_fix	273386	FALSE	FALSE
chr6_kb663604_fix	478993	FALSE	FALSE
chr6_ke332498_fix	149443	FALSE	FALSE
chr7_gl582968_fix	356330	FALSE	FALSE
chr7_gl582969_fix	251823	FALSE	FALSE
chr7_gl582970_fix	354970	FALSE	FALSE
chr7_gl582971_fix	1284284	FALSE	FALSE
chr7_gl582972_fix	327774	FALSE	FALSE
chr7_jh159134_fix	3821770	FALSE	FALSE
chr7_jh636058_fix	716227	FALSE	FALSE
chr7_ke332499_fix	274521	FALSE	FALSE
chr8_gl383535_fix	429806	FALSE	FALSE
chr8_gl383536_fix	203777	FALSE	FALSE
chr8_gl949743_fix	608579	FALSE	FALSE
chr8_jh159135_fix	102251	FALSE	FALSE
chr8_ke332500_fix	228602	FALSE	FALSE
chr9_gl339450_fix	330164	FALSE	FALSE
chr9_gl383537_fix	62435	FALSE	FALSE
chr9_gl383538_fix	49281	FALSE	FALSE
chr9_jh636059_fix	295379	FALSE	FALSE
chr9_jh806577_fix	22394	FALSE	FALSE
chr9_jh806578_fix	169437	FALSE	FALSE
chr9_jh806579_fix	211307	FALSE	FALSE
chr9_kb663605_fix	155926	FALSE	FALSE
chr10_gl383543_fix	392792	FALSE	FALSE
chr10_gl383544_fix	128378	FALSE	FALSE
chr10_gl877873_fix	168465	FALSE	FALSE
chr10_jh591181_fix	2281126	FALSE	FALSE
chr10_jh591182_fix	196262	FALSE	FALSE
chr10_jh591183_fix	177920	FALSE	FALSE
chr10_jh636060_fix	437946	FALSE	FALSE
chr10_jh806580_fix	93149	FALSE	FALSE
chr10_kb663606_fix	305900	FALSE	FALSE
chr10_ke332501_fix	1020827	FALSE	FALSE
chr11_gl582973_fix	321004	FALSE	FALSE
chr11_gl949744_fix	276448	FALSE	FALSE
chr11_jh159138_fix	108875	FALSE	FALSE
chr11_jh159139_fix	120441	FALSE	FALSE
chr11_jh159140_fix	546435	FALSE	FALSE
chr11_jh159141_fix	240775	FALSE	FALSE
chr11_jh159142_fix	326647	FALSE	FALSE
chr11_jh159143_fix	191402	FALSE	FALSE
chr11_jh591184_fix	462282	FALSE	FALSE
chr11_jh591185_fix	167437	FALSE	FALSE
chr11_jh720443_fix	408430	FALSE	FALSE
chr11_jh806581_fix	872115	FALSE	FALSE
chr12_gl383548_fix	165247	FALSE	FALSE
chr12_gl582974_fix	163298	FALSE	FALSE
chr12_jh720444_fix	273128	FALSE	FALSE
chr12_kb663607_fix	334922	FALSE	FALSE
chr13_gl582975_fix	34662	FALSE	FALSE
chr14_kb021645_fix	1523386	FALSE	FALSE
chr15_jh720445_fix	170033	FALSE	FALSE
chr16_jh720446_fix	97345	FALSE	FALSE
chr17_gl383558_fix	457041	FALSE	FALSE
chr17_gl383559_fix	338640	FALSE	FALSE
chr17_gl383560_fix	534288	FALSE	FALSE
chr17_gl383561_fix	644425	FALSE	FALSE
chr17_gl383562_fix	45551	FALSE	FALSE
chr17_gl582976_fix	412535	FALSE	FALSE
chr17_jh159144_fix	388340	FALSE	FALSE
chr17_jh159145_fix	194862	FALSE	FALSE
chr17_jh591186_fix	376223	FALSE	FALSE
chr17_jh636061_fix	186059	FALSE	FALSE
chr17_jh720447_fix	454385	FALSE	FALSE
chr17_jh806582_fix	342635	FALSE	FALSE
chr17_kb021646_fix	211416	FALSE	FALSE
chr17_ke332502_fix	341712	FALSE	FALSE
chr19_gl582977_fix	580393	FALSE	FALSE
chr19_jh159149_fix	245473	FALSE	FALSE
chr19_kb021647_fix	1058686	FALSE	FALSE
chr19_ke332505_fix	579598	FALSE	FALSE
chr20_gl582979_fix	179899	FALSE	FALSE
chr20_jh720448_fix	70483	FALSE	FALSE
chr20_kb663608_fix	283551	FALSE	FALSE
chr21_ke332506_fix	307252	FALSE	FALSE
chr22_jh720449_fix	212298	FALSE	FALSE
chr22_jh806583_fix	167183	FALSE	FALSE
chr22_jh806584_fix	70876	FALSE	FALSE
chr22_jh806585_fix	73505	FALSE	FALSE
chr22_jh806586_fix	43543	FALSE	FALSE
chrX_gl877877_fix	284527	FALSE	FALSE
chrX_jh159150_fix	3110903	FALSE	FALSE
chrX_jh720451_fix	898979	FALSE	FALSE
chrX_jh720452_fix	522319	FALSE	FALSE
chrX_jh720453_fix	1461188	FALSE	FALSE
chrX_jh720454_fix	752267	FALSE	FALSE
chrX_jh720455_fix	65034	FALSE	FALSE
chrX_jh806587_fix	4110759	FALSE	FALSE
chrX_jh806588_fix	862483	FALSE	FALSE
chrX_jh806589_fix	270630	FALSE	FALSE
chrX_jh806590_fix	2418393	FALSE	FALSE
chrX_jh806591_fix	882083	FALSE	FALSE
chrX_jh806592_fix	835911	FALSE	FALSE
chrX_jh806593_fix	389631	FALSE	FALSE
chrX_jh806594_fix	390496	FALSE	FALSE
chrX_jh806595_fix	444074	FALSE	FALSE
chrX_jh806596_fix	413927	FALSE	FALSE
chrX_jh806597_fix	1045622	FALSE	FALSE
chrX_jh806598_fix	899320	FALSE	FALSE
chrX_jh806599_fix	1214327	FALSE	FALSE
chrX_jh806600_fix	6530008	FALSE	FALSE
chrX_jh806601_fix	1389764	FALSE	FALSE
chrX_jh806602_fix	713266	FALSE	FALSE
chrX_jh806603_fix	182949	FALSE	FALSE
chrX_kb021648_fix	469972	FALSE	FALSE
chr1_gl383518_alt	182439	FALSE	FALSE
chr1_gl383519_alt	110268	FALSE	FALSE
chr1_gl383520_alt	366579	FALSE	FALSE
chr2_gl383521_alt	143390	FALSE	FALSE
chr2_gl383522_alt	123821	FALSE	FALSE
chr2_gl582966_alt	96131	FALSE	FALSE
chr3_gl383526_alt	180671	FALSE	FALSE
chr3_jh636055_alt	173151	FALSE	FALSE
chr4_gl383527_alt	164536	FALSE	FALSE
chr4_gl383528_alt	376187	FALSE	FALSE
chr4_gl383529_alt	121345	FALSE	FALSE
chr5_gl339449_alt	1612928	FALSE	FALSE
chr5_gl383530_alt	101241	FALSE	FALSE
chr5_gl383531_alt	173459	FALSE	FALSE
chr5_gl383532_alt	82728	FALSE	FALSE
chr5_gl949742_alt	226852	FALSE	FALSE
chr6_gl383533_alt	124736	FALSE	FALSE
chr6_kb021644_alt	187824	FALSE	FALSE
chr7_gl383534_alt	119183	FALSE	FALSE
chr9_gl383539_alt	162988	FALSE	FALSE
chr9_gl383540_alt	71551	FALSE	FALSE
chr9_gl383541_alt	171286	FALSE	FALSE
chr9_gl383542_alt	60032	FALSE	FALSE
chr10_gl383545_alt	179254	FALSE	FALSE
chr10_gl383546_alt	309802	FALSE	FALSE
chr11_gl383547_alt	154407	FALSE	FALSE
chr11_jh159136_alt	200998	FALSE	FALSE
chr11_jh159137_alt	191409	FALSE	FALSE
chr12_gl383549_alt	120804	FALSE	FALSE
chr12_gl383550_alt	169178	FALSE	FALSE
chr12_gl383551_alt	184319	FALSE	FALSE
chr12_gl383552_alt	138655	FALSE	FALSE
chr12_gl383553_alt	152874	FALSE	FALSE
chr12_gl877875_alt	167313	FALSE	FALSE
chr12_gl877876_alt	408271	FALSE	FALSE
chr12_gl949745_alt	372609	FALSE	FALSE
chr15_gl383554_alt	296527	FALSE	FALSE
chr15_gl383555_alt	388773	FALSE	FALSE
chr16_gl383556_alt	192462	FALSE	FALSE
chr16_gl383557_alt	89672	FALSE	FALSE
chr17_gl383563_alt	270261	FALSE	FALSE
chr17_gl383564_alt	133151	FALSE	FALSE
chr17_gl383565_alt	223995	FALSE	FALSE
chr17_gl383566_alt	90219	FALSE	FALSE
chr17_jh159146_alt	278131	FALSE	FALSE
chr17_jh159147_alt	70345	FALSE	FALSE
chr17_jh159148_alt	88070	FALSE	FALSE
chr18_gl383567_alt	289831	FALSE	FALSE
chr18_gl383568_alt	104552	FALSE	FALSE
chr18_gl383569_alt	167950	FALSE	FALSE
chr18_gl383570_alt	164789	FALSE	FALSE
chr18_gl383571_alt	198278	FALSE	FALSE
chr18_gl383572_alt	159547	FALSE	FALSE
chr19_gl383573_alt	385657	FALSE	FALSE
chr19_gl383574_alt	155864	FALSE	FALSE
chr19_gl383575_alt	170222	FALSE	FALSE
chr19_gl383576_alt	188024	FALSE	FALSE
chr19_gl949746_alt	987716	FALSE	FALSE
chr19_gl949747_alt	729519	FALSE	FALSE
chr19_gl949748_alt	1064303	FALSE	FALSE
chr19_gl949749_alt	1091840	FALSE	FALSE
chr19_gl949750_alt	1066389	FALSE	FALSE
chr19_gl949751_alt	1002682	FALSE	FALSE
chr19_gl949752_alt	987100	FALSE	FALSE
chr19_gl949753_alt	796478	FALSE	FALSE
chr20_gl383577_alt	128385	FALSE	FALSE
chr21_gl383578_alt	63917	FALSE	FALSE
chr21_gl383579_alt	201198	FALSE	FALSE
chr21_gl383580_alt	74652	FALSE	FALSE
chr21_gl383581_alt	116690	FALSE	FALSE
chr22_gl383582_alt	162811	FALSE	FALSE
chr22_gl383583_alt	96924	FALSE	FALSE
chr22_kb663609_alt	74013	FALSE	FALSE
